velocity,radius,weight,stiffness,ideal_x,ideal_y,displacement_x,displacement_y
122.1427,12.7845,10.0000,1.6334,9.0400,9.0400,-0.0411,91.3376
36.5287,36.2473,10.0000,1.0490,25.6307,25.6307,0.0615,12.8164
139.3895,46.6217,10.0000,1.3259,32.9665,32.9665,0.1217,146.7102
52.4976,21.6773,10.0000,0.8321,15.3281,15.3281,-0.0873,33.0144
29.4893,33.7455,10.0000,0.8839,23.8616,23.8616,0.1338,9.6904
37.6626,45.0356,10.0000,1.6029,31.8449,31.8449,-0.0821,8.9563
92.4067,26.7324,10.0000,0.9733,18.9027,18.9027,-0.1588,87.8059
70.9933,2.0009,10.0000,1.1336,1.4149,1.4149,-47.0503,47.0463
52.7489,33.3418,10.0000,1.6227,23.5762,23.5762,0.0838,16.9707
124.6243,25.9258,10.0000,1.0296,18.3323,18.3323,-0.0658,150.8395
87.7896,9.9128,10.0000,1.1697,7.0094,7.0094,-0.0301,65.9243
82.4585,10.0902,10.0000,0.5509,7.1349,7.1349,0.0158,123.5098
137.5790,3.1110,10.0000,1.5920,2.1998,2.1998,-126.2226,126.0555
42.8759,9.8552,10.0000,1.4321,6.9686,6.9686,0.1416,12.8829
113.5800,25.0579,10.0000,0.6887,17.7186,17.7186,0.0255,187.3166
113.0594,1.7953,10.0000,0.8232,1.2694,1.2694,-164.5547,164.9093
57.0669,47.2480,10.0000,0.9626,33.4094,33.4094,-0.1237,33.8571
85.1732,33.5216,10.0000,0.5464,23.7034,23.7034,0.1259,132.8049
11.3781,1.6879,10.0000,0.8022,1.1935,1.1935,-1.9797,1.6345
8.0925,1.6696,10.0000,0.6011,1.1806,1.1806,-1.2013,1.1301
79.6196,46.8351,10.0000,0.5002,33.1174,33.1174,0.1269,126.9315
116.8751,7.8294,10.0000,1.4546,5.5362,5.5362,0.0479,93.9974
140.1016,18.8123,10.0000,1.7041,13.3023,13.3023,0.1238,115.1304
19.4859,3.5469,10.0000,1.0915,2.5080,2.5080,-3.7586,3.7037
85.3235,2.8392,10.0000,0.8941,2.0076,2.0076,-86.3087,86.2435
70.4086,47.7394,10.0000,0.9257,33.7569,33.7569,0.0785,53.5289
1.7853,5.4664,10.0000,1.5705,3.8653,3.8653,-0.0595,0.1229
50.5684,12.5522,10.0000,0.7912,8.8758,8.8758,0.0112,32.2860
24.3273,0.8454,10.0000,1.3701,0.5978,0.5978,-4.6140,4.5466
119.1427,0.7513,10.0000,0.8712,0.5313,0.5313,-172.7175,172.6403
46.6823,38.9873,10.0000,1.9039,27.5682,27.5682,-0.0478,11.2517
79.2800,1.6643,10.0000,1.3468,1.1768,1.1768,-49.4014,49.3577
24.8473,2.4797,10.0000,1.8194,1.7534,1.7534,-3.6820,3.5004
90.2973,42.5220,10.0000,1.9890,30.0676,30.0676,0.1048,40.9867
39.4457,32.2637,10.0000,1.9194,22.8139,22.8139,-0.0237,8.0475
98.1119,28.3063,10.0000,1.2176,20.0156,20.0156,0.0839,78.9188
103.3822,47.4286,10.0000,0.6875,33.5371,33.5371,-0.0665,155.5222
112.2227,38.3543,10.0000,0.5962,27.1206,27.1206,-0.1630,211.2264
67.5812,36.5485,10.0000,1.0800,25.8437,25.8437,-0.0476,42.4637
12.5732,1.7793,10.0000,1.3374,1.2582,1.2582,-1.1403,1.2552
34.3465,3.5545,10.0000,1.8836,2.5134,2.5134,-6.6085,6.6168
137.0006,38.5123,10.0000,1.9015,27.2323,27.2323,0.3155,98.6896
22.8567,44.3222,10.0000,1.7372,31.3405,31.3405,-0.2014,2.9481
123.8725,48.3854,10.0000,0.7754,34.2137,34.2137,-0.0454,197.7376
80.7514,49.1863,10.0000,1.0897,34.7799,34.7799,0.0280,59.9814
149.4202,4.7731,10.0000,1.8692,3.3751,3.3751,-126.7425,126.5613
11.7263,3.9828,10.0000,1.3013,2.8163,2.8163,-1.1944,1.1537
66.4017,3.3626,10.0000,1.1772,2.3777,2.3777,-39.7400,39.5314
15.9979,3.8911,10.0000,0.9284,2.7514,2.7514,-2.8677,2.9822
144.2847,46.3385,10.0000,1.4342,32.7663,32.7663,-0.1809,145.1751
0.6951,3.8607,10.0000,0.7727,2.7299,2.7299,0.0689,0.0632
116.2366,17.7566,10.0000,1.8907,12.5558,12.5558,-0.0421,71.5503
122.5955,7.6382,10.0000,1.5710,5.4010,5.4010,-0.1313,95.4744
130.3042,41.9448,10.0000,1.7486,29.6594,29.6594,0.1010,97.1152
12.6654,13.0785,10.0000,1.2447,9.2479,9.2479,0.0683,1.1993
59.9674,6.5719,10.0000,1.9448,4.6470,4.6470,0.1614,18.4315
38.9806,39.7097,10.0000,1.7650,28.0790,28.0790,0.0664,8.4965
120.0103,29.3237,10.0000,0.6708,20.7350,20.7350,-0.0997,214.6003
64.7121,19.9193,10.0000,1.9043,14.0851,14.0851,-0.0281,22.0357
136.5971,31.0197,10.0000,1.5325,21.9343,21.9343,0.1018,121.8500
27.2771,3.1371,10.0000,0.9607,2.2183,2.2183,-8.1548,8.2736
39.5704,43.4528,10.0000,1.7910,30.7258,30.7258,-0.0258,8.6830
21.8308,3.9788,10.0000,1.9227,2.8134,2.8134,-2.6371,2.6829
20.4103,33.9069,10.0000,1.5228,23.9758,23.9758,-0.0595,2.9029
130.3938,2.2662,10.0000,1.3448,1.6024,1.6024,-133.9443,134.1800
86.9557,3.2238,10.0000,0.7250,2.2796,2.2796,-110.5740,110.5388
82.4790,1.6134,10.0000,1.9793,1.1409,1.1409,-36.6980,36.3735
21.7432,23.9047,10.0000,1.7225,16.9031,16.9031,-0.1358,2.8216
127.9547,29.5661,10.0000,1.8683,20.9064,20.9064,0.1629,87.6605
93.3083,13.2034,10.0000,1.5259,9.3362,9.3362,-0.0411,56.9549
52.6429,15.6323,10.0000,0.9545,11.0537,11.0537,-0.0548,29.1024
76.9874,14.2436,10.0000,1.5977,10.0718,10.0718,-0.0029,37.2856
60.2712,16.6859,10.0000,0.9143,11.7987,11.7987,-0.0867,39.4609
11.3950,47.4185,10.0000,1.4229,33.5299,33.5299,0.0143,0.8098
35.9874,33.8707,10.0000,0.9423,23.9502,23.9502,0.0528,13.7593
18.4978,42.3079,10.0000,1.2774,29.9162,29.9162,0.1525,2.4949
27.5862,1.8059,10.0000,1.6084,1.2770,1.2770,-4.9730,5.0879
35.9929,22.4943,10.0000,1.6160,15.9059,15.9059,-0.1301,8.1226
62.5901,12.5785,10.0000,1.1052,8.8944,8.8944,0.2219,35.4665
7.4482,38.3053,10.0000,0.7414,27.0859,27.0859,0.1040,0.7675
135.4074,44.2758,10.0000,0.5336,31.3077,31.3077,-0.1518,343.6688
141.7181,0.5870,10.0000,0.6588,0.4151,0.4151,-323.3926,323.3076
73.6296,2.0629,10.0000,1.8980,1.4587,1.4587,-30.2476,30.3748
73.3879,20.9986,10.0000,1.4233,14.8483,14.8483,-0.1656,38.0021
50.6579,13.0473,10.0000,1.4499,9.2258,9.2258,0.0693,17.6751
135.0081,49.8391,10.0000,0.5100,35.2415,35.2415,0.0965,357.2778
55.3870,48.1607,10.0000,0.8223,34.0548,34.0548,0.0054,37.3944
16.6804,1.1381,10.0000,0.6215,0.8047,0.8047,-4.7845,4.7236
117.0378,12.0198,10.0000,0.7422,8.4993,8.4993,-0.0880,184.5868
58.4608,46.8021,10.0000,0.6377,33.0941,33.0941,-0.0292,53.5739
36.2537,24.1058,10.0000,0.7012,17.0454,17.0454,0.1715,18.7944
60.5868,15.0388,10.0000,0.6077,10.6340,10.6340,-0.0565,60.4523
14.4682,2.3519,10.0000,0.9033,1.6630,1.6630,-2.6513,2.2769
19.7960,11.1378,10.0000,0.5601,7.8756,7.8756,-0.0621,6.8968
141.3076,16.7079,10.0000,1.6161,11.8143,11.8143,-0.0452,123.6389
143.4202,29.5009,10.0000,1.9172,20.8603,20.8603,0.0331,107.1022
86.2813,8.6994,10.0000,0.8320,6.1514,6.1514,-0.0334,89.6579
8.9669,31.9157,10.0000,1.4008,22.5678,22.5678,-0.0762,0.2950
35.2170,1.1888,10.0000,1.1541,0.8406,0.8406,-11.6170,11.2740
52.9738,4.2305,10.0000,0.7603,2.9914,2.9914,-39.0769,39.0833
123.1791,6.3134,10.0000,0.7923,4.4642,4.4642,0.0232,191.4778
2.3105,25.4709,10.0000,0.7837,18.0106,18.0106,-0.0469,0.2152
6.4536,19.9624,10.0000,1.8948,14.1156,14.1156,-0.1465,0.0834
25.3485,47.4653,10.0000,1.2358,33.5630,33.5630,-0.0316,5.2915
97.3673,3.8264,10.0000,1.6945,2.7057,2.7057,-59.2284,59.1398
109.7584,18.6396,10.0000,0.7772,13.1802,13.1802,0.0560,154.9218
97.1619,0.9449,10.0000,0.8417,0.6682,0.6682,-118.9960,118.7698
67.6386,4.1928,10.0000,1.7747,2.9648,2.9648,-27.3822,27.2532
82.0513,24.2701,10.0000,1.2414,17.1615,17.1615,-0.0778,54.3755
44.4481,1.5220,10.0000,1.9786,1.0762,1.0762,-10.4753,10.6437
111.7039,34.7465,10.0000,0.7583,24.5695,24.5695,-0.1220,164.4163
28.3433,0.9812,10.0000,1.9252,0.6938,0.6938,-4.3969,4.2296
103.0163,3.4825,10.0000,1.0735,2.4625,2.4625,-104.8639,104.7770
27.5267,22.1490,10.0000,1.1715,15.6617,15.6617,0.0367,6.3471
55.2727,11.1277,10.0000,1.0398,7.8685,7.8685,-0.0187,29.2004
93.8428,4.7956,10.0000,0.7167,3.3910,3.3910,-130.3221,130.3051
117.0341,9.3482,10.0000,1.7250,6.6102,6.6102,-0.1747,79.3846
12.1689,18.7323,10.0000,0.7726,13.2457,13.2457,0.0098,1.8267
139.4079,42.0748,10.0000,1.7495,29.7514,29.7514,0.0806,111.0197
116.3569,33.2264,10.0000,1.1094,23.4946,23.4946,-0.1888,121.9953
73.0187,4.1655,10.0000,1.1322,2.9455,2.9455,-50.0477,49.8772
65.3788,14.2670,10.0000,1.2999,10.0883,10.0883,-0.1531,32.9640
67.0176,49.1083,10.0000,1.1455,34.7248,34.7248,-0.1383,39.1956
45.9524,24.6998,10.0000,0.5036,17.4654,17.4654,-0.0298,41.9807
76.2763,42.5838,10.0000,1.4970,30.1113,30.1113,-0.0992,38.9047
76.6157,29.2631,10.0000,0.8852,20.6922,20.6922,0.0899,66.2891
122.6442,6.1307,10.0000,1.3879,4.3351,4.3351,-0.0438,108.4220
119.2247,3.3046,10.0000,1.0368,2.3367,2.3367,-145.4317,145.6082
96.6477,5.3071,10.0000,1.3221,3.7527,3.7527,0.0126,70.4450
56.7914,40.3739,10.0000,1.6710,28.5486,28.5486,0.0688,19.3677
121.7371,1.9772,10.0000,1.3383,1.3981,1.3981,-117.5612,117.3863
79.9238,1.7482,10.0000,0.9525,1.2361,1.2361,-71.0485,71.0297
52.6091,25.1327,10.0000,1.1909,17.7715,17.7715,-0.0581,23.2619
140.8502,17.9932,10.0000,1.8814,12.7231,12.7231,-0.1173,105.4712
131.3914,43.8431,10.0000,1.8293,31.0018,31.0018,-0.0059,94.5488
82.5235,34.5303,10.0000,1.8192,24.4166,24.4166,0.0432,37.3719
93.3713,17.8112,10.0000,1.9555,12.5944,12.5944,0.0877,44.5325
88.0567,34.0055,10.0000,1.6285,24.0455,24.0455,0.1051,47.4605
31.1613,2.4547,10.0000,0.5233,1.7357,1.7357,-19.5770,19.7220
45.1869,16.8612,10.0000,1.9885,11.9226,11.9226,0.0604,10.2260
70.6385,2.0763,10.0000,1.1836,1.4682,1.4682,-44.6397,44.7055
34.5732,12.8650,10.0000,1.2807,9.0970,9.0970,0.0315,9.2664
126.6463,21.5879,10.0000,0.6333,15.2649,15.2649,0.0750,253.2419
29.2146,4.4499,10.0000,1.6777,3.1466,3.1466,-5.3178,5.4685
33.8883,0.5277,10.0000,1.5765,0.3731,0.3731,-7.8225,7.5977
25.6062,29.1894,10.0000,1.3181,20.6400,20.6400,-0.1022,4.8807
34.1496,46.6883,10.0000,1.6162,33.0136,33.0136,-0.1092,7.1314
65.3548,38.7104,10.0000,1.5310,27.3724,27.3724,-0.0074,27.8247
46.6653,11.6481,10.0000,1.4169,8.2364,8.2364,0.0960,15.4009
138.5069,5.1299,10.0000,0.6235,3.6274,3.6274,0.1135,307.7233
64.5311,10.7156,10.0000,1.0655,7.5771,7.5771,0.0643,39.1396
27.7224,46.2615,10.0000,1.1075,32.7118,32.7118,-0.0967,6.8688
135.7321,35.2455,10.0000,1.5311,24.9223,24.9223,-0.0087,120.3121
146.9623,10.1205,10.0000,1.1075,7.1563,7.1563,0.0835,194.9816
65.8305,48.2102,10.0000,1.3317,34.0898,34.0898,-0.1061,32.5768
16.6679,10.3722,10.0000,1.4274,7.3343,7.3343,0.0261,2.1950
38.7097,27.1587,10.0000,1.1262,19.2041,19.2041,0.1392,13.3642
61.3080,21.2591,10.0000,1.7673,15.0325,15.0325,0.1072,21.2429
89.2344,3.6340,10.0000,1.3273,2.5696,2.5696,-63.8084,63.7450
39.3318,2.0213,10.0000,1.7197,1.4293,1.4293,-9.5284,9.7009
90.4265,26.1500,10.0000,0.9731,18.4909,18.4909,0.1007,84.1153
106.6824,7.6451,10.0000,1.7890,5.4059,5.4059,-0.0345,63.7036
33.2620,19.8505,10.0000,0.8260,14.0364,14.0364,-0.0394,13.4205
17.6126,1.8724,10.0000,0.6730,1.3240,1.3240,-4.8951,4.9211
44.5014,3.4165,10.0000,0.6288,2.4158,2.4158,-33.1701,33.3902
47.8167,4.6452,10.0000,0.7319,3.2846,3.2846,-33.1727,33.2642
63.6250,16.9034,10.0000,1.7033,11.9525,11.9525,-0.0674,23.7634
76.1787,16.0663,10.0000,1.9467,11.3606,11.3606,-0.1234,29.8424
12.8274,47.6454,10.0000,0.7952,33.6904,33.6904,0.0515,2.1262
39.3723,6.4599,10.0000,1.6671,4.5678,4.5678,-0.0004,9.3600
120.1522,45.7768,10.0000,0.5397,32.3691,32.3691,-0.0490,267.3074
4.3830,21.5824,10.0000,0.6708,15.2611,15.2611,-0.0557,0.3666
139.3281,34.8143,10.0000,0.7799,24.6174,24.6174,0.1504,248.9890
109.5496,47.9131,10.0000,1.8881,33.8797,33.8797,-0.0557,63.5965
73.2913,9.2358,10.0000,1.3246,6.5307,6.5307,-0.1089,40.6139
86.7788,4.5188,10.0000,0.5468,3.1953,3.1953,-146.0440,145.9329
35.5925,35.8392,10.0000,1.8148,25.3421,25.3421,-0.0311,7.1441
68.8273,23.5598,10.0000,1.9253,16.6593,16.6593,-0.2003,24.5391
144.4633,10.0305,10.0000,1.2242,7.0926,7.0926,-0.1572,170.3705
82.0209,27.1326,10.0000,1.1494,19.1856,19.1856,-0.1654,58.5692
78.1704,4.9873,10.0000,1.4297,3.5266,3.5266,-45.4264,45.3426
34.7392,0.8280,10.0000,0.8454,0.5855,0.5855,-15.0782,15.1091
73.3347,25.7699,10.0000,1.5508,18.2220,18.2220,0.0628,34.6570
93.6090,44.4676,10.0000,1.9715,31.4434,31.4434,-0.0288,44.4811
101.8703,34.7108,10.0000,0.7453,24.5442,24.5442,0.0980,139.2109
59.3273,17.5084,10.0000,1.4462,12.3803,12.3803,0.1647,24.2137
55.1155,34.5726,10.0000,1.4627,24.4465,24.4465,-0.2125,20.7906
148.1973,34.0437,10.0000,1.4548,24.0725,24.0725,-0.2321,150.6766
5.6608,1.0833,10.0000,1.9808,0.7660,0.7660,-0.1878,0.1830
132.7752,4.9171,10.0000,1.0804,3.4769,3.4769,-173.1181,173.0401
136.9930,45.3751,10.0000,0.8926,32.0850,32.0850,0.0454,210.2073
119.4276,0.9061,10.0000,1.1867,0.6407,0.6407,-127.4675,127.4374
14.8068,3.5877,10.0000,0.6716,2.5369,2.5369,-3.5112,3.6379
39.2807,4.6803,10.0000,1.0372,3.3095,3.3095,-15.5912,15.7974
50.3035,44.7051,10.0000,1.6780,31.6113,31.6113,0.0796,15.2053
101.9592,20.0828,10.0000,0.9577,14.2007,14.2007,-0.1585,108.3094
20.4830,24.2151,10.0000,1.5960,17.1227,17.1227,0.1185,2.6332
108.1841,41.1694,10.0000,1.4676,29.1112,29.1112,-0.1442,79.8161
16.0143,46.5392,10.0000,1.7590,32.9082,32.9082,0.0732,1.6471
98.0636,44.0026,10.0000,1.2809,31.1145,31.1145,-0.0217,75.0541
74.1261,1.1382,10.0000,1.0721,0.8048,0.8048,-54.4736,54.1012
116.8578,27.4843,10.0000,1.4289,19.4343,19.4343,-0.0710,95.6841
107.2556,4.4799,10.0000,1.4071,3.1677,3.1677,-86.8199,86.7351
135.5581,0.5889,10.0000,1.3033,0.4164,0.4164,-149.6933,149.6900
133.6384,2.0421,10.0000,1.5952,1.4440,1.4440,-118.6218,118.6635
50.1245,31.3017,10.0000,1.0645,22.1337,22.1337,-0.1057,23.6996
104.8119,46.6141,10.0000,0.6826,32.9611,32.9611,0.1065,161.0248
29.6715,12.4753,10.0000,1.0504,8.8213,8.8213,0.0027,8.4129
4.5811,1.5724,10.0000,1.7162,1.1118,1.1118,-0.0829,0.0867
111.6111,21.8462,10.0000,1.8466,15.4476,15.4476,0.1955,67.3676
75.0034,16.6734,10.0000,1.0201,11.7898,11.7898,-0.0738,55.1511
71.9883,4.9305,10.0000,0.5239,3.4864,3.4864,-104.9194,104.8193
135.7083,42.3716,10.0000,0.5432,29.9613,29.9613,-0.1278,338.9840
91.4800,8.1580,10.0000,1.7745,5.7685,5.7685,-0.0369,47.1589
92.6500,17.6464,10.0000,1.9093,12.4779,12.4779,-0.1300,44.8874
128.9163,4.3097,10.0000,1.6441,3.0474,3.0474,-107.2673,107.1131
120.8234,29.9770,10.0000,1.9487,21.1970,21.1970,0.0995,74.9644
86.5082,32.8535,10.0000,1.2391,23.2309,23.2309,-0.0350,60.5557
27.4384,23.4404,10.0000,1.3324,16.5749,16.5749,0.1159,5.6365
35.9898,4.0753,10.0000,1.4784,2.8817,2.8817,-9.1903,9.2710
132.9768,16.6293,10.0000,1.9597,11.7587,11.7587,-0.0476,90.1476
4.3011,23.7536,10.0000,1.8556,16.7963,16.7963,0.1337,0.2542
73.4852,4.5513,10.0000,0.5376,3.2182,3.2182,-106.4403,106.5338
25.1891,22.1925,10.0000,1.3615,15.6925,15.6925,0.1349,4.6498
146.8021,9.3350,10.0000,1.5941,6.6009,6.6009,0.0211,135.1912
106.9042,10.9078,10.0000,0.7275,7.7130,7.7130,-0.0437,157.1195
75.0707,32.4454,10.0000,0.5742,22.9424,22.9424,0.0259,98.0416
70.6633,34.5287,10.0000,1.3024,24.4155,24.4155,0.0153,38.6031
8.9428,42.8448,10.0000,0.5598,30.2958,30.2958,0.0496,1.5753
102.2958,4.0105,10.0000,1.2500,2.8358,2.8358,-88.7669,88.7573
6.3647,27.4918,10.0000,0.8155,19.4396,19.4396,-0.0207,0.3546
10.7168,18.8239,10.0000,1.2140,13.3105,13.3105,-0.0777,1.0296
78.2475,4.2643,10.0000,1.4811,3.0153,3.0153,-43.7899,43.8294
14.5095,12.6394,10.0000,0.5735,8.9374,8.9374,0.2772,3.8471
122.7223,7.1944,10.0000,1.7875,5.0872,5.0872,-0.0028,84.2435
122.6321,15.1618,10.0000,0.5593,10.7210,10.7210,0.0670,268.8478
108.3659,21.5137,10.0000,1.4608,15.2125,15.2125,0.1087,80.4109
22.4798,1.9449,10.0000,1.2597,1.3753,1.3753,-4.2055,4.1358
98.9408,3.8424,10.0000,1.3657,2.7170,2.7170,-76.0136,76.0621
77.7892,3.4902,10.0000,1.8186,2.4680,2.4680,-35.4290,35.1714
145.9462,30.5531,10.0000,0.7765,21.6043,21.6043,-0.1116,274.3741
97.3487,30.6372,10.0000,0.8022,21.6638,21.6638,0.0716,117.9583
120.0496,40.0449,10.0000,0.6979,28.3160,28.3160,0.0123,206.3295
68.0697,31.5609,10.0000,1.7333,22.3169,22.3169,0.0021,26.7718
64.8587,1.8013,10.0000,1.6030,1.2737,1.2737,-28.0309,27.9670
123.7971,9.9799,10.0000,1.8402,7.0568,7.0568,-0.0068,83.1609
12.5205,33.8305,10.0000,0.7395,23.9218,23.9218,0.2436,2.3115
19.9757,8.2409,10.0000,1.1334,5.8272,5.8272,0.0384,3.5009
26.0083,21.4631,10.0000,1.4434,15.1767,15.1767,0.0995,4.7750
58.6407,2.0182,10.0000,1.3952,1.4271,1.4271,-26.3849,26.0509
124.7070,17.9286,10.0000,0.9436,12.6775,12.6775,-0.1443,164.7602
120.5047,38.3647,10.0000,1.6730,27.1279,27.1279,0.1107,86.6463
9.0707,8.0144,10.0000,1.0727,5.6671,5.6671,-0.0444,0.8344
59.8887,4.5889,10.0000,1.9772,3.2448,3.2448,-19.5416,19.3896
79.0314,0.6451,10.0000,0.8077,0.4562,0.4562,-82.2317,82.0103
62.5199,39.0725,10.0000,1.6696,27.6284,27.6284,-0.0237,23.4246
98.5290,3.6336,10.0000,1.7675,2.5694,2.5694,-58.1872,58.1002
94.1960,1.4395,10.0000,1.1919,1.0179,1.0179,-78.8343,78.9536
43.7976,15.8321,10.0000,1.5187,11.1950,11.1950,0.0176,12.5119
64.7477,15.3909,10.0000,1.6957,10.8830,10.8830,-0.0049,24.7571
2.3231,5.5395,10.0000,0.8534,3.9170,3.9170,0.0108,0.1107
147.6096,10.9614,10.0000,1.6283,7.7509,7.7509,-0.1226,133.5827
25.0753,4.2087,10.0000,1.8801,2.9760,2.9760,-3.5566,3.4356
15.9325,1.4820,10.0000,1.9920,1.0480,1.0480,-1.3627,1.3878
55.8615,14.4224,10.0000,1.8244,10.1982,10.1982,-0.1446,16.9248
29.7178,0.9484,10.0000,1.2551,0.6706,0.6706,-7.5598,7.3759
73.4531,14.6382,10.0000,0.5088,10.3508,10.3508,-0.0226,106.0082
50.9240,45.7607,10.0000,0.5226,32.3577,32.3577,0.1017,49.6045
142.7446,17.4998,10.0000,0.6439,12.3742,12.3742,0.0737,316.4176
138.0498,9.3696,10.0000,1.6804,6.6253,6.6253,-0.1309,113.4799
